dato,runde,hjemmehold,udehold,hjemmemaal,udemaal,tilskuere,stadion
2025-08-17,5,Vejle Boldklub,FC Midtjylland,0,2,9779,Vejle Stadion
2025-08-17,5,Viborg FF,Silkeborg IF,2,3,6387,Energi Viborg Arena
2025-08-17,5,Randers FC,Brøndby IF,0,2,8055,Cepheus Park Randers
2025-08-18,5,Odense Boldklub,AGF,1,5,13073,Nature Energy Park
2025-08-23,6,FC København,Odense Boldklub,1,1,27397,Parken
2025-08-24,6,FC Midtjylland,Silkeborg IF,4,2,9379,MCH Arena
2025-08-24,6,FC Fredericia,Randers FC,1,0,3572,Monjasa Park
2025-08-24,6,SønderjyskE,Brøndby IF,2,0,8735,AL Sydbank Park
2025-08-24,6,AGF,Vejle Boldklub,1,0,9333,Ceres Park
2025-08-25,6,FC Nordsjælland,Viborg FF,1,0,3175,Right to Dream Park
2025-08-29,7,Vejle Boldklub,Viborg FF,1,2,7894,Vejle Stadion
2025-08-31,7,AGF,FC Fredericia,4,1,9649,Ceres Park
2025-08-31,7,Silkeborg IF,SønderjyskE,0,2,4513,JYSK Park
2025-08-31,7,Odense Boldklub,FC Nordsjælland,1,2,10915,Nature Energy Park
2025-08-31,7,Randers FC,FC København,1,5,5857,Cepheus Park Randers
2025-08-31,7,Brøndby IF,FC Midtjylland,1,3,18552,Brøndby Stadion
2025-09-12,8,SønderjyskE,Randers FC,0,1,4789,AL Sydbank Park
2025-09-13,8,Brøndby IF,FC København,2,1,25493,Brøndby Stadion
2025-09-14,8,Viborg FF,AGF,1,2,7655,Energi Viborg Arena
2025-09-14,8,FC Nordsjælland,FC Midtjylland,1,0,4613,Right to Dream Park
2025-09-14,8,Silkeborg IF,Odense Boldklub,2,1,4024,JYSK Park
2025-09-15,8,FC Fredericia,Vejle Boldklub,1,1,4749,Monjasa Park
2025-09-19,9,Odense Boldklub,FC Fredericia,3,2,9119,Nature Energy Park
2025-09-20,9,FC Midtjylland,Viborg FF,2,0,11440,MCH Arena
2025-09-21,9,Vejle Boldklub,SønderjyskE,2,2,7477,Vejle Stadion
2025-09-21,9,FC København,Silkeborg IF,3,3,28928,Parken
2025-09-21,9,AGF,Brøndby IF,1,0,10818,Ceres Park
2025-09-22,9,Randers FC,FC Nordsjælland,3,0,4508,Cepheus Park Randers
2025-09-27,10,SønderjyskE,FC København,1,2,8202,AL Sydbank Park
2025-09-28,10,Viborg FF,FC Fredericia,2,1,5330,Energi Viborg Arena
2025-09-28,10,Silkeborg IF,Vejle Boldklub,1,1,4690,JYSK Park
2025-09-28,10,FC Nordsjælland,AGF,1,2,4449,Right to Dream Park
2025-09-28,10,Brøndby IF,Odense Boldklub,5,1,18554,Brøndby Stadion
2025-09-29,10,FC Midtjylland,Randers FC,2,1,7964,MCH Arena
2025-10-03,11,Odense Boldklub,SønderjyskE,1,1,9159,Nature Energy Park
2025-10-05,11,Randers FC,Viborg FF,2,1,5888,Cepheus Park Randers
2025-10-05,11,Vejle Boldklub,FC Nordsjælland,0,3,6046,Vejle Stadion
2025-10-05,11,AGF,Silkeborg IF,3,1,8849,Ceres Park
2025-10-05,11,FC København,FC Midtjylland,1,1,30661,Parken
2025-10-05,11,FC Fredericia,Brøndby IF,0,2,5589,Monjasa Park
2025-10-17,12,Silkeborg IF,FC København,3,1,6429,JYSK Park
2025-10-19,12,Viborg FF,Odense Boldklub,1,2,5560,Energi Viborg Arena
2025-10-19,12,FC Nordsjælland,Randers FC,1,0,3712,Right to Dream Park
2025-10-19,12,Brøndby IF,AGF,3,3,25641,Brøndby Stadion
2025-10-19,12,FC Midtjylland,Vejle Boldklub,5,1,9948,MCH Arena
2025-10-20,12,SønderjyskE,FC Fredericia,3,0,4777,AL Sydbank Park
2025-10-24,13,AGF,FC Nordsjælland,1,0,8593,Ceres Park
2025-10-26,13,Vejle Boldklub,Silkeborg IF,1,2,6209,Vejle Stadion
2025-10-26,13,FC Fredericia,FC Midtjylland,0,4,3323,Monjasa Park
2025-10-26,13,Randers FC,SønderjyskE,0,0,3718,Cepheus Park Randers
2025-10-26,13,FC København,Viborg FF,0,0,20485,Parken
2025-10-27,13,Odense Boldklub,Brøndby IF,1,4,14275,Nature Energy Park
2025-11-01,14,FC København,FC Fredericia,3,2,20760,Parken
2025-11-02,14,Viborg FF,Randers FC,3,2,5028,Energi Viborg Arena
2025-11-02,14,SønderjyskE,Vejle Boldklub,2,1,5877,AL Sydbank Park
2025-11-02,14,FC Nordsjælland,Odense Boldklub,2,4,3117,Right to Dream Park
2025-11-02,14,Silkeborg IF,Brøndby IF,0,2,5146,JYSK Park
2025-11-03,14,FC Midtjylland,AGF,1,1,11619,MCH Arena
2025-11-07,15,Odense Boldklub,Silkeborg IF,1,1,7207,Nature Energy Park
2025-11-09,15,Vejle Boldklub,FC København,2,0,7541,Vejle Stadion
2025-11-09,15,FC Fredericia,Viborg FF,0,3,2057,Monjasa Park
2025-11-09,15,Randers FC,FC Midtjylland,0,2,4918,Cepheus Park Randers
2025-11-09,15,AGF,SønderjyskE,2,3,7386,Ceres Park
2025-11-09,15,Brøndby IF,FC Nordsjælland,2,0,15876,Brøndby Stadion
2025-11-21,16,Silkeborg IF,AGF,0,2,6173,JYSK Park
2025-11-23,16,FC København,Brøndby IF,1,0,34442,Parken
2025-11-23,16,Viborg FF,Vejle Boldklub,5,2,4467,Energi Viborg Arena
2025-11-23,16,FC Nordsjælland,FC Fredericia,5,0,2373,Right to Dream Park
2025-11-23,16,SønderjyskE,FC Midtjylland,2,1,5355,AL Sydbank Park
2025-11-24,16,Randers FC,Odense Boldklub,0,0,3513,Cepheus Park Randers
2025-11-28,17,SønderjyskE,Viborg FF,2,2,4125,AL Sydbank Park
2025-11-30,17,Silkeborg IF,Randers FC,0,0,3165,JYSK Park
2025-11-30,17,AGF,FC København,2,0,10289,Ceres Park
2025-11-30,17,FC Midtjylland,FC Nordsjælland,6,0,8870,MCH Arena
2025-11-30,17,Odense Boldklub,Vejle Boldklub,3,0,6722,Nature Energy Park
2025-12-01,17,Brøndby IF,FC Fredericia,1,3,19078,Brøndby Stadion
2025-12-05,18,FC Fredericia,Odense Boldklub,1,3,3348,Monjasa Park
2025-12-07,18,Viborg FF,FC Midtjylland,3,3,7699,Energi Viborg Arena
2025-12-07,18,FC Nordsjælland,Silkeborg IF,5,0,2167,Right to Dream Park
2025-12-07,18,Randers FC,AGF,1,2,7146,Cepheus Park Randers
2025-12-07,18,FC København,SønderjyskE,0,2,19977,Parken
2025-12-08,18,Vejle Boldklub,Brøndby IF,2,1,7281,Vejle Stadion
2026-02-08,19,Silkeborg IF,Viborg FF,0,1,2733,JYSK Park
2026-02-08,19,FC Nordsjælland,SønderjyskE,2,1,1771,Right to Dream Park
2026-02-08,19,FC Midtjylland,FC København,2,1,11268,MCH Arena
2026-02-08,19,Brøndby IF,Randers FC,0,0,16233,Brøndby Stadion
2026-02-09,19,Vejle Boldklub,FC Fredericia,2,3,5104,Vejle Stadion
2026-02-09,19,AGF,Odense Boldklub,2,1,4492,Ceres Park
2026-02-13,20,Randers FC,Vejle Boldklub,2,0,2810,Cepheus Park Randers
2026-02-14,20,FC København,FC Nordsjælland,1,2,21007,Parken
2026-02-15,20,FC Fredericia,AGF,1,1,3272,Monjasa Park
2026-02-15,20,Odense Boldklub,FC Midtjylland,1,4,6987,Nature Energy Park
2026-02-15,20,Viborg FF,Brøndby IF,1,0,6040,Energi Viborg Arena
2026-02-16,20,SønderjyskE,Silkeborg IF,2,1,2849,AL Sydbank Park
2026-02-20,21,FC Nordsjælland,Vejle Boldklub,3,3,2057,Right to Dream Park
2026-02-21,21,Odense Boldklub,FC København,2,2,11255,Nature Energy Park
2026-02-22,21,Randers FC,FC Fredericia,1,2,2910,Cepheus Park Randers
2026-02-22,21,Silkeborg IF,FC Midtjylland,0,4,4077,JYSK Park
2026-02-22,21,AGF,Viborg FF,5,2,6558,Ceres Park
2026-02-23,21,Brøndby IF,SønderjyskE,0,0,14680,Brøndby Stadion
2026-03-01,22,Viborg FF,FC Nordsjælland,2,1,6130,Energi Viborg Arena
2026-03-01,22,SønderjyskE,Odense Boldklub,1,0,5818,AL Sydbank Park
2026-03-01,22,FC Midtjylland,Brøndby IF,0,0,11572,MCH Arena
2026-03-01,22,Vejle Boldklub,AGF,1,2,6804,Vejle Stadion
2026-03-01,22,FC Fredericia,Silkeborg IF,2,1,2557,Monjasa Park
2026-03-01,22,FC København,Randers FC,1,2,27676,Parken
2026-03-13,23,FC Fredericia,Randers FC,0,3,2035,Monjasa Park
2026-03-15,23,FC Midtjylland,FC Nordsjælland,0,1,8550,MCH Arena
2026-03-15,23,Odense Boldklub,FC København,2,1,10126,Nature Energy Park
2026-03-15,23,SønderjyskE,AGF,1,1,6009,AL Sydbank Park
2026-03-15,23,Brøndby IF,Viborg FF,0,1,18558,Brøndby Stadion
2026-03-16,23,Silkeborg IF,Vejle Boldklub,1,1,3202,JYSK Park
2026-03-20,24,Vejle Boldklub,Odense Boldklub,1,1,5255,Vejle Stadion
2026-03-22,24,Randers FC,Silkeborg IF,0,3,3815,Cepheus Park Randers
2026-03-22,24,FC Nordsjælland,SønderjyskE,2,0,3157,Right to Dream Park
2026-03-22,24,FC København,FC Fredericia,1,2,19110,Parken
2026-03-22,24,AGF,Brøndby IF,0,0,11016,Ceres Park
2026-03-22,24,Viborg FF,FC Midtjylland,1,1,7334,Energi Viborg Arena
2026-04-04,25,FC Midtjylland,SønderjyskE,2,2,9256,MCH Arena
2026-04-05,25,FC København,Silkeborg IF,7,0,20372,Parken
2026-04-06,25,Vejle Boldklub,Randers FC,1,1,4459,Vejle Stadion
2026-04-06,25,Odense Boldklub,FC Fredericia,1,0,9105,Nature Energy Park
2026-04-06,25,Viborg FF,AGF,1,2,8134,Energi Viborg Arena
2026-04-07,25,FC Nordsjælland,Brøndby IF,2,1,6083,Right to Dream Park
2026-04-10,26,AGF,FC Nordsjælland,1,1,10620,Ceres Park
2026-04-12,26,SønderjyskE,Viborg FF,0,2,7058,AL Sydbank Park
2026-04-12,26,Silkeborg IF,Odense Boldklub,3,1,5670,JYSK Park
2026-04-12,26,Brøndby IF,FC Midtjylland,1,2,22340,Brøndby Stadion
2026-04-12,26,Randers FC,FC København,1,2,4925,Cepheus Park Randers
2026-04-13,26,FC Fredericia,Vejle Boldklub,2,2,3675,Monjasa Park
2026-04-17,27,Brøndby IF,SønderjyskE,6,0,20274,Brøndby Stadion
2026-04-19,27,Odense Boldklub,Randers FC,3,1,8965,Nature Energy Park
2026-04-19,27,Silkeborg IF,FC Fredericia,2,2,4906,JYSK Park
2026-04-19,27,FC Nordsjælland,Viborg FF,2,1,4089,Right to Dream Park
2026-04-19,27,Vejle Boldklub,FC København,1,4,6160,Vejle Stadion
2026-04-20,27,FC Midtjylland,AGF,2,1,12032,MCH Arena
2026-04-22,28,FC København,Odense Boldklub,2,1,24227,Parken
2026-04-22,28,Vejle Boldklub,Silkeborg IF,1,2,3196,Vejle Stadion
2026-04-22,28,Viborg FF,Brøndby IF,0,1,7049,Energi Viborg Arena
2026-04-23,28,FC Nordsjælland,AGF,1,1,6105,Right to Dream Park
2026-04-23,28,Randers FC,FC Fredericia,2,2,4445,Cepheus Park Randers
2026-04-23,28,SønderjyskE,FC Midtjylland,1,2,5135,AL Sydbank Park
2026-04-26,29,FC Fredericia,Odense Boldklub,0,2,3459,Monjasa Park
2026-04-26,29,Silkeborg IF,Randers FC,2,0,4422,JYSK Park
2026-04-26,29,SønderjyskE,Brøndby IF,3,0,7888,AL Sydbank Park
2026-04-26,29,Viborg FF,FC Nordsjælland,1,0,5671,Energi Viborg Arena
2026-04-26,29,AGF,FC Midtjylland,0,0,11335,Ceres Park
2026-04-27,29,FC København,Vejle Boldklub,3,0,20651,Parken
2026-05-01,30,Brøndby IF,FC Nordsjælland,1,1,22819,Brøndby Stadion
2026-05-03,30,Randers FC,Vejle Boldklub,1,0,6143,Cepheus Park Randers
2026-05-03,30,Odense Boldklub,Silkeborg IF,2,3,8763,Nature Energy Park
2026-05-03,30,FC Fredericia,FC København,3,3,4479,Monjasa Park
2026-05-03,30,AGF,SønderjyskE,2,1,10745,Ceres Park
2026-05-04,30,FC Midtjylland,Viborg FF,3,3,11906,MCH Arena
2026-05-08,31,Viborg FF,SønderjyskE,0,1,7023,Energi Viborg Arena
2026-05-10,31,FC Nordsjælland,FC Midtjylland,0,0,7214,Right to Dream Park
2026-05-10,31,Vejle Boldklub,FC Fredericia,2,0,4446,Vejle Stadion
2026-05-10,31,Silkeborg IF,FC København,0,4,6879,JYSK Park
2026-05-10,31,Brøndby IF,AGF,0,2,23322,Brøndby Stadion
2026-05-11,31,Randers FC,Odense Boldklub,2,2,5644,Cepheus Park Randers
2026-05-17,32,Odense Boldklub,Vejle Boldklub,0,1,11136,Nature Energy Park
2026-05-17,32,FC Fredericia,Silkeborg IF,4,1,2536,Monjasa Park
2026-05-17,32,FC København,Randers FC,5,0,24891,Parken
2026-05-17,32,FC Midtjylland,Brøndby IF,2,3,10687,MCH Arena
2026-05-17,32,SønderjyskE,FC Nordsjælland,1,4,8198,AL Sydbank Park
2026-05-17,32,AGF,Viborg FF,6,2,11573,Ceres Park
